# Load Type: TRIANGULAR
# Load Formula: q(x) = w * (x/L)
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.125000     0.000000     0.000000     0.000000  -31.250000     0.000000     0.000000     0.000000     0.000000
    0.250000     0.000000     0.000000     0.000000  -62.500000     0.000000     0.000000     0.000000     0.000000
    0.375000     0.000000     0.000000     0.000000  -93.750000     0.000000     0.000000     0.000000     0.000000
    0.500000     0.000000     0.000000     0.000000  -125.000000     0.000000     0.000000     0.000000     0.000000
    0.625000     0.000000     0.000000     0.000000  -156.250000     0.000000     0.000000     0.000000     0.000000
    0.750000     0.000000     0.000000     0.000000  -187.500000     0.000000     0.000000     0.000000     0.000000
    0.875000     0.000000     0.000000     0.000000  -218.750000     0.000000     0.000000     0.000000     0.000000
    1.000000     0.000000     0.000000     0.000000  -250.000000     0.000000     0.000000     0.000000     0.000000
    1.125000     0.000000     0.000000     0.000000  -281.250000     0.000000     0.000000     0.000000     0.000000
    1.250000     0.000000     0.000000     0.000000  -312.500000     0.000000     0.000000     0.000000     0.000000
    1.375000     0.000000     0.000000     0.000000  -343.750000     0.000000     0.000000     0.000000     0.000000
    1.500000     0.000000     0.000000     0.000000  -375.000000     0.000000     0.000000     0.000000     0.000000
    1.625000     0.000000     0.000000     0.000000  -406.250000     0.000000     0.000000     0.000000     0.000000
    1.750000     0.000000     0.000000     0.000000  -437.500000     0.000000     0.000000     0.000000     0.000000
    1.875000     0.000000     0.000000     0.000000  -468.750000     0.000000     0.000000     0.000000     0.000000
    2.000000     0.000000     0.000000     0.000000  -500.000000     0.000000     0.000000     0.000000     0.000000
